X_Value		Untitled	X_Value	Untitled	X_Value	SP
340.598056	308.598056	55.751909				
341.188116	309.188116	56.018024				
341.699167	309.699167	55.973786				
342.42724	310.42724	55.904156				
342.981295	310.981295	56.008702				
343.53035	311.53035	55.864818				
344.254422	312.254422	55.767995				
344.772474	312.772474	55.887947				
345.364533	313.364533	55.915742				
346.057602	314.057602	55.864818				
346.572654	314.572654	56.008702				
347.204717	315.204717	55.834793				
347.860783	315.860783	55.804819				
348.380835	316.380835	55.978437				
349.053902	317.053902	55.763398				
349.663963	317.663963	56.025019				
350.179015	318.179015	55.913424				
350.889086	318.889086	55.855574				
351.462143	319.462143	56.043685				
351.997197	319.997197	55.897208				
352.73027	320.73027	55.881005				
353.264323	321.264323	55.985417				
353.83838	321.83838	55.871753				
354.550452	322.550452	55.890262				
355.073504	323.073504	56.189005				
355.707567	323.707567	55.992399				
356.363633	324.363633	56.170188				
356.884686	324.884686	56.139653				
357.584755	325.584755	55.853264				
358.184815	326.184815	56.231414				
358.726869	326.726869	56.029684				
359.462943	327.462943	56.013362				
359.996996	327.996996	56.156089				
360.572054	328.572054	56.104484				
361.281125	329.281125	55.997056				
361.799177	329.799177	56.167838				
362.413238	330.413238	55.959838				
363.091306	331.091306	56.076398				
363.613358	331.613358	56.071721				
364.287426	332.287426	55.874066				
364.901487	332.901487	56.062371				
365.419538	333.419538	56.125577				
366.13761	334.13761	55.934296				
366.694666	334.694666	56.146695				
367.23372	335.23372	56.039017				
367.974794	335.974794	55.922698				
368.511847	336.511847	56.123232				
369.114908	337.114908	55.874066				
369.814978	337.814978	56.067045				
370.33403	338.33403	56.118543				
371.014098	339.014098	55.959838				
371.654162	339.654162	56.036683				
372.198216	340.198216	56.032017				
372.920289	340.920289	56.041351				
373.479344	341.479344	56.020355				
374.018398	342.018398	56.04602				
374.756472	342.756472	55.938937				
375.296526	343.296526	56.032017				
375.925589	343.925589	55.894892				
376.619658	344.619658	55.997056				
377.168713	345.168713	55.969135				
377.858782	345.858782	55.901839				
378.474844	346.474844	56.04602				
379.025899	347.025899	55.955192				
379.799976	347.799976	55.957515				
380.353032	348.353032	56.076398				
380.979094	348.979094	55.797909				
381.664163	349.664163	56.032017				
382.190215	350.190215	55.941258				
382.855282	350.855282	55.846335				
383.477344	351.477344	55.959838				
384.004397	352.004397	55.941258				
384.700467	352.700467	55.800212				
385.305527	353.305527	55.990072				
385.851581	353.851581	55.969135				
386.589655	354.589655	55.927336				
387.118708	355.118708	55.971461				
387.724769	355.724769	55.848644				
388.408837	356.408837	55.922698				
388.93589	356.93589	55.931976				
389.607957	357.607957	55.724365				
390.242021	358.242021	55.992399				
390.769073	358.769073	56.001713				
391.495146	359.495146	55.890262				
392.065203	360.065203	55.987744				
